name,domains,web_pages,country,alpha_two_code,state-province
HSR - Hochschule für Technik Rapperswil,['hsr.ch'],['http://www.hsr.ch/'],Switzerland,CH,
HTW Chur - University of Applied Sciences HTW Chur,['fh-htwchur.ch'],['http://www.fh-htwchur.ch/'],Switzerland,CH,
HWZ - University of Applied Sciences in Business Administration Zurich,['fh-hwz.ch'],['http://www.fh-hwz.ch/'],Switzerland,CH,
NTB - Hochschule für Technik Buchs,['ntb.ch'],['http://www.ntb.ch/'],Switzerland,CH,
PH Zug - Pädagogische Hochschule Zug,['phzg.ch'],['http://www.phzg.ch/'],Switzerland,CH,
PH Zürich - Pädagogische Hochschule Zürich,['phzh.ch'],['http://www.phzh.ch/'],Switzerland,CH,
PHBern - University of Teacher Education Bern,['phbern.ch'],['http://www.phbern.ch/'],Switzerland,CH,
PHGR - University of Teacher Education Graubünden,['ph-gr.ch'],['http://www.ph-gr.ch/'],Switzerland,CH,
PHLU - University of Teacher Education Lucerne,['phlu.ch'],['http://www.phlu.ch/'],Switzerland,CH,
PHSG - Pädagogische Hochschule St.Gallen,['phsg.ch'],['http://www.phsg.ch/'],Switzerland,CH,
PHSZ - University of Teacher Education Schwyz,['phsz.ch'],['http://www.phsz.ch/'],Switzerland,CH,
PHTG - Pädagogische Hochschule Thurgau,['phtg.ch'],['http://www.phtg.ch/'],Switzerland,CH,
SUPSI - University of Applied Sciences Southern Switzerland,['supsi.ch'],['http://www.supsi.ch/'],Switzerland,CH,
ZHAW - Zürcher Hochschule für Angewandte Wissenschaften,['zhaw.ch'],['http://www.zhaw.ch/'],Switzerland,CH,
ZHdK - Zurich University of the Arts,['zhdk.ch'],['http://www.zhdk.ch/'],Switzerland,CH,
CHUV - University Hospital Lausanne,['chuv.ch'],['http://www.chuv.ch/'],Switzerland,CH,
HUG - Univ. Hospitals of Geneva,['hcuge.ch'],['http://www.hcuge.ch/'],Switzerland,CH,
Insel Gruppe,['insel.ch'],['http://www.insel.ch/'],Switzerland,CH,
University Hospital Zurich,['unispital.ch'],['http://www.unispital.ch/'],Switzerland,CH,
Institut Le Rosey,['rosey.ch'],['http://www.rosey.ch/'],Switzerland,CH,
Arab European University,['aiu.edu.sy'],['http://www.aiu.edu.sy/'],Syrian Arab Republic,SY,
Al-Baath University,['albaath-univ.edu.sy'],['http://www.albaath-univ.edu.sy/'],Syrian Arab Republic,SY,
University of Aleppo,['alepuniv.edu.sy'],['http://www.alepuniv.edu.sy/'],Syrian Arab Republic,SY,
Damascus University,['damascusuniversity.edu.sy'],['http://www.damascusuniversity.edu.sy/'],Syrian Arab Republic,SY,
Higher Institute of Business Administration,['hiba.edu.sy'],['http://www.hiba.edu.sy/'],Syrian Arab Republic,SY,
Ittihad Private University,['ipu.edu.sy'],['http://www.ipu.edu.sy/'],Syrian Arab Republic,SY,
International University for Science & Technology,['iust.edu.sy'],['http://www.iust.edu.sy/'],Syrian Arab Republic,SY,
Mamoun Private University for Science and Technology,['must.edu.sy'],['http://www.must.edu.sy/'],Syrian Arab Republic,SY,
Syrian International Private University for Science & Technology,['siust.edu.sy'],['http://www.siust.edu.sy/'],Syrian Arab Republic,SY,
Syrian Virtual University,['svuonline.org'],['http://www.svuonline.org/'],Syrian Arab Republic,SY,
Tishreen University,['tishreen.edu.sy'],['http://www.tishreen.edu.sy/'],Syrian Arab Republic,SY,
University of Kalamoon,['uok.edu.sy'],['http://www.uok.edu.sy/'],Syrian Arab Republic,SY,
Wadi International University,['wiu.edu.sy'],['http://www.wiu.edu.sy/'],Syrian Arab Republic,SY,
Al-Wataniya Private University,['wpu.edu.sy'],['http://www.wpu.edu.sy/'],Syrian Arab Republic,SY,
Yarmouk Private University,['ypu.edu.sy'],['http://www.ypu.edu.sy/'],Syrian Arab Republic,SY,
Aletheia University,['au.edu.tw'],['http://www.au.edu.tw/'],"Taiwan, Province of China",TW,
National Chung Cheng University,['ccu.edu.tw'],['http://www.ccu.edu.tw/'],"Taiwan, Province of China",TW,
Chang Gung University,['cgu.edu.tw'],['http://www.cgu.edu.tw/'],"Taiwan, Province of China",TW,
Chia Nana College of Pharmacy and Science,['chna.edu.tw'],['http://www.chna.edu.tw/'],"Taiwan, Province of China",TW,
Chung Hua University,['chu.edu.tw'],['http://www.chu.edu.tw/'],"Taiwan, Province of China",TW,
Chang Jung University,['cju.edu.tw'],['http://www.cju.edu.tw/'],"Taiwan, Province of China",TW,
Ching Kuo Institue of Management & Health,['cku.edu.tw'],['http://www.cku.edu.tw/'],"Taiwan, Province of China",TW,
China Medical College,['cmc.edu.tw'],['http://www.cmc.edu.tw/'],"Taiwan, Province of China",TW,
Central Police University,['cpu.edu.tw'],['http://www.cpu.edu.tw/'],"Taiwan, Province of China",TW,
Chung Shan Medical and Dental College,['csmc.edu.tw'],['http://www.csmc.edu.tw/'],"Taiwan, Province of China",TW,
Chung Yuan Christian University,['cycu.edu.tw'],['http://www.cycu.edu.tw/'],"Taiwan, Province of China",TW,
Chao Yang University of Science and Technology,['cyut.edu.tw'],['http://www.cyut.edu.tw/'],"Taiwan, Province of China",TW,
Da-Yeh University,['dyu.edu.tw'],['http://www.dyu.edu.tw/'],"Taiwan, Province of China",TW,
National Cheng Kung University,['english.web.ncku.edu.tw'],['http://english.web.ncku.edu.tw/'],"Taiwan, Province of China",TW,
Feng Chia University,['fcu.edu.tw'],['http://www.fcu.edu.tw/'],"Taiwan, Province of China",TW,
Fu Jen Catholic University,['fju.edu.tw'],['http://www.fju.edu.tw/'],"Taiwan, Province of China",TW,
Hsuan Chuang University,['hcu.edu.tw'],['http://www.hcu.edu.tw/'],"Taiwan, Province of China",TW,
Huafan University,['hfu.edu.tw'],['http://www.hfu.edu.tw/'],"Taiwan, Province of China",TW,
I-Shou University,['isu.edu.tw'],['http://www.isu.edu.tw/'],"Taiwan, Province of China",TW,
Kaohsiung Medical College,['kmc.edu.tw'],['http://www.kmc.edu.tw/'],"Taiwan, Province of China",TW,
Kung Shan Institute of Technology,['ksit.edu.tw'],['http://www.ksit.edu.tw/'],"Taiwan, Province of China",TW,
Kun Shan University,['ksu.edu.tw'],['http://www.ksu.edu.tw/'],"Taiwan, Province of China",TW,
LungHwa University of Science and Technology,['lhu.edu.tw'],['http://www.lhu.edu.tw/'],"Taiwan, Province of China",TW,
Ling Tung University,['ltc.edu.tw'],['http://www.ltc.edu.tw/'],"Taiwan, Province of China",TW,
Ming Chuan University,['mcu.edu.tw'],['http://www.mcu.edu.tw/'],"Taiwan, Province of China",TW,
National Chengchi University,['nccu.edu.tw'],['http://www.nccu.edu.tw/'],"Taiwan, Province of China",TW,
"National Chung Hsing University, Taichung",['nchu.edu.tw'],['http://www.nchu.edu.tw/'],"Taiwan, Province of China",TW,
"National Chung Hsing University, Taipei",['nchulc.edu.tw'],['http://www.nchulc.edu.tw/'],"Taiwan, Province of China",TW,
National Chi Nan University,['ncnu.edu.tw'],['http://www.ncnu.edu.tw/'],"Taiwan, Province of China",TW,
National College of Physical Education and Sports,['ncpes.edu.tw'],['http://www.ncpes.edu.tw/'],"Taiwan, Province of China",TW,
National Central University,['ncu.edu.tw'],['http://www.ncu.edu.tw/'],"Taiwan, Province of China",TW,
National Changhua University of Education,['ncue.edu.tw'],['http://www.ncue.edu.tw/'],"Taiwan, Province of China",TW,
National Chiayi University,['ncyu.edu.tw'],['http://www.ncyu.edu.tw/'],"Taiwan, Province of China",TW,
National Dong Hwa University,['ndhu.edu.tw'],['http://www.ndhu.edu.tw/'],"Taiwan, Province of China",TW,
National Formosa University,['nfu.edu.tw'],['http://www.nfu.edu.tw/'],"Taiwan, Province of China",TW,
National Hsin-Chu Teachers College,['nhctc.edu.tw'],['http://www.nhctc.edu.tw/'],"Taiwan, Province of China",TW,
National Hualien Teachers College,['nhltc.edu.tw'],['http://www.nhltc.edu.tw/'],"Taiwan, Province of China",TW,
Nanhua University,['nhu.edu.tw'],['http://www.nhu.edu.tw/'],"Taiwan, Province of China",TW,
National Institute of the Arts,['nia.edu.tw'],['http://www.nia.edu.tw/'],"Taiwan, Province of China",TW,
National Ilan University,['niu.edu.tw'],['http://www.niu.edu.tw/'],"Taiwan, Province of China",TW,
National Kaohsiung University of Science and Technology,['nkust.edu.tw'],['https://www.nkust.edu.tw/'],"Taiwan, Province of China",TW,
National Kaohsiung Normal University,['nknu.edu.tw'],['http://www.nknu.edu.tw/'],"Taiwan, Province of China",TW,
National Open University,['nou.edu.tw'],['http://www.nou.edu.tw/'],"Taiwan, Province of China",TW,
National Pingtung Teachers College,['npttc.edu.tw'],['http://www.npttc.edu.tw/'],"Taiwan, Province of China",TW,
National Pingtung University of Science and Technology,['npust.edu.tw'],['http://www.npust.edu.tw/'],"Taiwan, Province of China",TW,
National Sun Yat-Sen University,['nsysu.edu.tw'],['http://www.nsysu.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan College of the Arts,['ntca.edu.tw'],['http://www.ntca.edu.tw/'],"Taiwan, Province of China",TW,
National Taipei College of Nursing,['ntcn.edu.tw'],['http://www.ntcn.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan College of Physical Education and Sports,['ntcpe.edu.tw'],['http://www.ntcpe.edu.tw/'],"Taiwan, Province of China",TW,
National Taichung Teachers College,['ntctc.edu.tw'],['http://www.ntctc.edu.tw/'],"Taiwan, Province of China",TW,
National Tsinghua University,['nthu.edu.tw'],['http://www.nthu.edu.tw/'],"Taiwan, Province of China",TW,
National Tainan Teachers College,['ntntc.edu.tw'],['http://www.ntntc.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan Normal University,['ntnu.edu.tw'],['http://www.ntnu.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan Ocean University,['ntou.edu.tw'],['http://www.ntou.edu.tw/'],"Taiwan, Province of China",TW,
National Taipei Teachers College,['ntptc.edu.tw'],['http://www.ntptc.edu.tw/'],"Taiwan, Province of China",TW,
National Taipei University,['ntpu.edu.tw'],['http://www.ntpu.edu.tw/'],"Taiwan, Province of China",TW,
National Taitung Teachers College,['ntttc.edu.tw'],['http://www.ntttc.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan University,['ntu.edu.tw'],['http://www.ntu.edu.tw/'],"Taiwan, Province of China",TW,
National Taiwan University of Science and Technology,"['ntust.edu.tw', 'gapps.ntust.edu.tw']",['http://www.ntust.edu.tw/'],"Taiwan, Province of China",TW,
National Taipei University of Technology,['ntut.edu.tw'],['http://www.ntut.edu.tw/'],"Taiwan, Province of China",TW,
National University of Kaohsiung,['nuk.edu.tw'],['http://www.nuk.edu.tw/'],"Taiwan, Province of China",TW,
National United University,['nuu.edu.tw'],['http://www.nuu.edu.tw/'],"Taiwan, Province of China",TW,
Kaohsuing Open University,['ouk.edu.tw'],['http://www.ouk.edu.tw/'],"Taiwan, Province of China",TW,
Chinese Culture University,['pccu.edu.tw'],['http://www.pccu.edu.tw/'],"Taiwan, Province of China",TW,
Providence University,['pu.edu.tw'],['http://www.pu.edu.tw/'],"Taiwan, Province of China",TW,
Shih Chien University,['scc.edu.tw'],['http://www.scc.edu.tw/'],"Taiwan, Province of China",TW,
Soochow University,['scu.edu.tw'],['http://www.scu.edu.tw/'],"Taiwan, Province of China",TW,
Shih Hsin University,['shu.edu.tw'],['http://www.shu.edu.tw/'],"Taiwan, Province of China",TW,
St. John's & St. Mary's Institute of Technology,['sjsmit.edu.tw'],['http://www.sjsmit.edu.tw/'],"Taiwan, Province of China",TW,
Southern Taiwan University of Technology,['stut.edu.tw'],['http://www.stut.edu.tw/'],"Taiwan, Province of China",TW,
Tzu Chi College of Medicine and Humanities,['tcu.edu.tw'],['http://www.tcu.edu.tw/'],"Taiwan, Province of China",TW,
TaiChung Healthcare and Management University,['thmu.edu.tw'],['http://www.thmu.edu.tw/'],"Taiwan, Province of China",TW,
Tunghai University,['thu.edu.tw'],['http://www.thu.edu.tw/'],"Taiwan, Province of China",TW,
Tamkang University,['tku.edu.tw'],['http://www.tku.edu.tw/'],"Taiwan, Province of China",TW,
Taipei Medical College,['tmc.edu.tw'],['http://www.tmc.edu.tw/'],"Taiwan, Province of China",TW,
Taipei Municipal Teachers College,['tmtc.edu.tw'],['http://www.tmtc.edu.tw/'],"Taiwan, Province of China",TW,
Tainan National College of the Arts,['tnca.edu.tw'],['http://www.tnca.edu.tw/'],"Taiwan, Province of China",TW,
Taipei Physical Education College,['tpec.edu.tw'],['http://www.tpec.edu.tw/'],"Taiwan, Province of China",TW,
Tatung Institute of Technology,['ttit.edu.tw'],['http://www.ttit.edu.tw/'],"Taiwan, Province of China",TW,
TaTung University,['ttu.edu.tw'],['http://www.ttu.edu.tw/'],"Taiwan, Province of China",TW,
National Yang Ming Chiao Tung University,['nycu.edu.tw'],['https://www.nycu.edu.tw/'],"Taiwan, Province of China",TW,
National Yunlin University of Science and Technology,['yuntech.edu.tw'],['http://www.yuntech.edu.tw/'],"Taiwan, Province of China",TW,
Yuan Ze University,['yzu.edu.tw'],['http://www.yzu.edu.tw/'],"Taiwan, Province of China",TW,
Tajik Agrarian University,['tajagroun.tj'],['http://www.tajagroun.tj/'],Tajikistan,TJ,
Tajik National University,['tgnu.tarena.tj'],['http://tgnu.tarena.tj/'],Tajikistan,TJ,
Tajikistan International University,['tiu.tj'],['http://www.tiu.tj/'],Tajikistan,TJ,
African Virtual University,['avu.org'],['http://www.avu.org/'],"Tanzania, United Republic of",TZ,
Dares Salaam Institute of Technology,['dit.ac.tz'],['http://www.dit.ac.tz/'],"Tanzania, United Republic of",TZ,
Hubert Kairuki Memorial University,['hkmu.ac.tz'],['http://www.hkmu.ac.tz/'],"Tanzania, United Republic of",TZ,
Institute of Accountancy Arusha,['iaa.ac.tz'],['http://www.iaa.ac.tz/'],"Tanzania, United Republic of",TZ,
Institute of Finance Management,['ifm.ac.tz'],['http://www.ifm.ac.tz/'],"Tanzania, United Republic of",TZ,
International Medical & Technological University,['imtu.edu'],['http://www.imtu.edu/index.htm'],"Tanzania, United Republic of",TZ,
Kilimanjaro Christian Medical College,['kcmc.ac.tz'],['http://www.kcmc.ac.tz/'],"Tanzania, United Republic of",TZ,
Mount Meru University,['mmu.ac.tz'],['http://www.mmu.ac.tz/'],"Tanzania, United Republic of",TZ,
Mwalimu Nyerere Memorial Academy,['mnma.ac.tz'],['http://www.mnma.ac.tz/'],"Tanzania, United Republic of",TZ,
Moshi University College of Cooperative and Business Studies,['muccobs.ac.tz'],['http://www.muccobs.ac.tz/'],"Tanzania, United Republic of",TZ,
Muhimbili University of Health and Allied Sciences (MUHAS),['muchs.ac.tz'],['http://www.muchs.ac.tz/'],"Tanzania, United Republic of",TZ,
Mzumbe University (Chuo Kikuu Mzumbe),['mzumbe.ac.tz'],['http://www.mzumbe.ac.tz/'],"Tanzania, United Republic of",TZ,
Open University of Tanzania,['out.ac.tz'],['http://www.out.ac.tz/'],"Tanzania, United Republic of",TZ,
St. Augustine University of Tanzania,['saut.ac.tz'],['http://www.saut.ac.tz/'],"Tanzania, United Republic of",TZ,
Sebatian Kolowa University College,['sekuco.org'],['http://www.sekuco.org/'],"Tanzania, United Republic of",TZ,
St. Joseph Group of Institutes,['stjosephtanzania.com'],['http://www.stjosephtanzania.com/sjcet/index.html'],"Tanzania, United Republic of",TZ,
Sokoine University of Agriculture,['suanet.ac.tz'],['http://www.suanet.ac.tz/'],"Tanzania, United Republic of",TZ,
Tumaini University - Iringa University College,['tumaini.ac.tz'],['http://www.tumaini.ac.tz/'],"Tanzania, United Republic of",TZ,
University of Dodoma,['udom.ac.tz'],['http://www.udom.ac.tz/'],"Tanzania, United Republic of",TZ,
University of Dar Es Salaam,['udsm.ac.tz'],['http://www.udsm.ac.tz/'],"Tanzania, United Republic of",TZ,
Asian Institute of Technology,['ait.ac.th'],['https://www.ait.ac.th/'],Thailand,TH,Pathum Thani
Asia-Pacific International University,['apiu.edu'],['https://www.apiu.edu/'],Thailand,TH,Saraburi
Phranakhon Si Ayutthaya Rajabhat University,['aru.ac.th'],['https://www.aru.ac.th/'],Thailand,TH,Phra Nakhon Si Ayutthaya
Asian University of Science and Technology,['asianust.ac.th'],['http://www.asianust.ac.th/'],Thailand,TH,Chon Buri
Assumption University of Thailand,['au.edu'],['https://www.au.edu/'],Thailand,TH,Bangkok
Bangkok University,['bu.ac.th'],['https://www.bu.ac.th/'],Thailand,TH,Bangkok
Burapha University,['buu.ac.th'],['https://www.buu.ac.th/'],Thailand,TH,Chon Buri
Chiang Mai University,['chiangmai.ac.th'],['https://www.chiangmai.ac.th/'],Thailand,TH,Chiang Mai
"Rajamangala University of Technology, Lanna Chiang Rai",['chiangraicampus.rmutl.ac.th'],['http://chiangraicampus.rmutl.ac.th/'],Thailand,TH,Chiang Rai
Chulalongkorn University,['chula.ac.th'],['https://www.chula.ac.th/'],Thailand,TH,Bangkok
Chiang Mai Rajabhat University,['cmru.ac.th'],['https://www.cmru.ac.th/'],Thailand,TH,Chiang Mai
Chiang Mai Vocational College,['cmvc.ac.th'],['http://www.cmvc.ac.th/'],Thailand,TH,Chiang Mai
Chaopraya University,['cpu.ac.th'],['http://www.cpu.ac.th/'],Thailand,TH,Nakhon Sawan
Dhurakijpundit University,['dpu.ac.th'],['https://www.dpu.ac.th/'],Thailand,TH,Bangkok
Suan Dusit Rajabhat University,['dusit.ac.th'],['http://www.dusit.ac.th/'],Thailand,TH,Bangkok
Eastern Asia University,['eau.ac.th'],['https://www.eau.ac.th/'],Thailand,TH,Pathum Thani
Asian University,['efau.org'],['http://www.asianu.ac.th/'],Thailand,TH,Chon Buri
Huachiew Chalermprakiet University,['hcu.ac.th'],['https://www.hcu.ac.th/'],Thailand,TH,Samut Prakarn
Hatyai University,['hu.ac.th'],['http://www.hu.ac.th/'],Thailand,TH,Songkhla
International Buddhist College,['ibc.ac.th'],['https://www.ibc.ac.th/'],Thailand,TH,SongKhla
Kasem Bundit University,['kbu.ac.th'],['https://www.kbu.ac.th/'],Thailand,TH,Bangkok
Khon Kaen University,['kku.ac.th'],['https://www.kku.ac.th/'],Thailand,TH,Khon Kaen
King Mongkut's Institute of Technology Ladkrabang,['kmitl.ac.th'],['http://www.kmitl.ac.th/'],Thailand,TH,Bangkok
King Mongkut's University of Technology North Bangkok,['kmutnb.ac.th'],['https://www.kmutnb.ac.th/'],Thailand,TH,Bangkok
King Mongkut's University of Technology Thonburi,['kmutt.ac.th'],['https://www.kmutt.ac.th/'],Thailand,TH,Bangkok
Krirk University,['krirk.ac.th'],['https://www.krirk.ac.th/'],Thailand,TH,Bangkok
Kasetsart University,['ku.ac.th'],['https://www.ku.ac.th/'],Thailand,TH,Bangkok
Lampang Vocational College,['lampangvc.ac.th'],['http://www.lampangvc.ac.th/'],Thailand,TH,Lampang
Lamphun College of Agriculture and Technology,['lcat.ac.th'],['http://www.lcat.ac.th/'],Thailand,TH,Lamphun
Lampang College of Commerce and Technology,['lcct.ac.th'],['http://www.lcct.ac.th/'],Thailand,TH,Lampang
Lampang Rajabhat University,['lpru.ac.th'],['https://www.lpru.ac.th/'],Thailand,TH,Lampang
Mahidol University,['mahidol.ac.th'],['https://www.mahidol.ac.th/'],Thailand,TH,Nakhon Pathom
Mahamakut Buddhist University,['mbu.ac.th'],['http://www.mbu.ac.th/'],Thailand,TH,Nakhon Pathom
Mahachulalongkorn Buddhist University,['mcu.ac.th'],['https://www.mcu.ac.th/'],Thailand,TH,Bangkok
Mae Fah Luang University,['mfu.ac.th'],['https://www.mfu.ac.th/'],Thailand,TH,Chiang Rai
Maejo University,['mju.ac.th'],['https://www.mju.ac.th/'],Thailand,TH,Chiang Mai
Mahasarakham University,['msu.ac.th'],['http://www.msu.ac.th/'],Thailand,TH,Mahasarakham
Mahidol University International College,['muic.mahidol.ac.th'],['https://www.muic.mahidol.ac.th/'],Thailand,TH,Nakhon Pathom
Mahanakorn University of Technology,['mut.ac.th'],['http://www.mut.ac.th/'],Thailand,TH,Bangkok
"Rajamangala University of Technology, Lanna Nan",['nan.rmutl.ac.th'],['https://www.nan.rmutl.ac.th/'],Thailand,TH,Nan
National Institute of Development Administration,['nida.ac.th'],['http://www.nida.ac.th/'],Thailand,TH,Bangkok
